"Awal pelaporan","Akhir pelaporan","Nama iklan",Platform,Penempatan,"Platform Perangkat","Penayangan iklan",Hasil,"Indikator Hasil","Biaya per Hasil","Anggaran Set Iklan","Jenis Anggaran Set Iklan","Jumlah yang dibelanjakan (IDR)",Impresi,Jangkauan,Berakhir,"Pengaturan atribusi",Tawaran,"Jenis tawaran","Editan Signifikan Terakhir","Peringkat kualitas","Peringkat nilai interaksi","Peringkat nilai konversi","Nama set iklan",Reaction/Reach,"Interaksi postingan","Klik tautan","CTR (rasio klik tayang tautan)",Frekuensi,"Pengikut Instagram","Interaksi Halaman","Hasil (awal)","Indikator hasil (awal)"
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Instagram,"Instagram Stories","Web Seluler",not_delivering,10,reach,1200,50000,Harian,12,10,10,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Mau Healing",Instagram,Kabar,Desktop,not_delivering,378,reach,1568.78306878,50000,Harian,593,419,378,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,30,,,1.108466,0,30,,
2026-07-01,2026-07-31,"Mau Healing",Instagram,Kabar,"Di aplikasi",not_delivering,36636,reach,1799.78709466,50000,Harian,65937,45245,36636,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00019107,3720,,,1.234987,0,3720,,
2026-07-01,2026-07-31,"Mau Healing",Instagram,Kabar,"Web Seluler",not_delivering,298,reach,1557.04697987,50000,Harian,464,327,298,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,27,,,1.097315,0,27,,
2026-07-01,2026-07-31,"Mau Healing",Instagram,"Beranda Jelajahi","Di aplikasi",not_delivering,2806,reach,1351.74625802,50000,Harian,3793,2998,2806,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,437,,,1.068425,0,437,,
2026-07-01,2026-07-31,"Mau Healing",Instagram,"Reels Instagram",Desktop,not_delivering,1,reach,2000,50000,Harian,2,1,1,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Mau Healing",Instagram,"Reels Instagram","Di aplikasi",not_delivering,128421,reach,1927.11472423,50000,Harian,247482,167928,128421,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00031926,5451,,,1.307637,0,5451,,
2026-07-01,2026-07-31,"Mau Healing",Instagram,"Hasil pencarian Instagram","Di aplikasi",not_delivering,2,reach,1000,50000,Harian,2,2,2,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Mau Healing",Instagram,"Instagram Stories",Desktop,not_delivering,92,reach,1282.60869565,50000,Harian,118,95,92,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,6,,,1.032609,0,6,,
2026-07-01,2026-07-31,"Mau Healing",Instagram,"Instagram Stories","Di aplikasi",not_delivering,30398,reach,1767.87946575,50000,Harian,53740,36620,30398,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,500,,,1.204685,0,500,,
2026-07-01,2026-07-31,"Mau Healing",Instagram,"Instagram Stories","Web Seluler",not_delivering,47,reach,957.44680851,50000,Harian,45,47,47,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Pulang Tenggo",Instagram,Kabar,Desktop,not_delivering,38,reach,1473.68421053,50000,Harian,56,38,38,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,2,,,1,0,2,,
2026-07-01,2026-07-31,"Pulang Tenggo",Instagram,Kabar,"Di aplikasi",not_delivering,4269,reach,1567.58022956,50000,Harian,6692,4614,4269,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,352,,,1.080815,0,352,,
2026-07-01,2026-07-31,"Pulang Tenggo",Instagram,Kabar,"Web Seluler",not_delivering,29,reach,1310.34482759,50000,Harian,38,29,29,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,3,,,1,0,3,,
2026-07-01,2026-07-31,"Pulang Tenggo",Instagram,"Beranda Jelajahi","Di aplikasi",not_delivering,243,reach,1218.10699588,50000,Harian,296,247,243,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,31,,,1.016461,0,31,,
2026-07-01,2026-07-31,"Pulang Tenggo",Instagram,"Reels Instagram","Di aplikasi",not_delivering,12147,reach,1555.11648967,50000,Harian,18890,12767,12147,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00016465,281,,,1.051041,0,281,,
2026-07-01,2026-07-31,"Pulang Tenggo",Instagram,"Hasil pencarian Instagram","Di aplikasi",not_delivering,2,reach,500,50000,Harian,1,2,2,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Pulang Tenggo",Instagram,"Instagram Stories",Desktop,not_delivering,4,reach,1000,50000,Harian,4,4,4,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Pulang Tenggo",Instagram,"Instagram Stories","Di aplikasi",not_delivering,2558,reach,1523.45582486,50000,Harian,3897,2668,2558,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,33,,,1.043002,0,33,,
2026-07-01,2026-07-31,"Pulang Tenggo",Instagram,"Instagram Stories","Web Seluler",not_delivering,7,reach,1000,50000,Harian,7,7,7,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Instagram,Kabar,"Di aplikasi",not_delivering,5,profile_visit_view,331.6,50000,Harian,1658,76,69,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,33,4,5.263158,1.101449,0,33,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Instagram,"Reels Instagram","Di aplikasi",not_delivering,15,profile_visit_view,390,50000,Harian,5850,439,415,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.00481928,134,16,3.644647,1.057831,0,134,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Instagram,"Instagram Stories","Di aplikasi",not_delivering,5,profile_visit_view,354,50000,Harian,1770,97,92,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,20,5,5.154639,1.054348,0,20,,
2026-07-01,2026-07-31,"Mau Healing",Instagram,Kabar,"Di aplikasi",not_delivering,4,profile_visit_view,374,50000,Harian,1496,58,54,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,25,2,3.448276,1.074074,0,25,,
2026-07-01,2026-07-31,"Mau Healing",Instagram,"Reels Instagram","Di aplikasi",not_delivering,5,profile_visit_view,1347.2,50000,Harian,6736,390,357,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,92,5,1.282051,1.092437,2,92,,
2026-07-01,2026-07-31,"Mau Healing",Instagram,"Instagram Stories","Di aplikasi",not_delivering,2,profile_visit_view,438,50000,Harian,876,60,54,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,14,2,3.333333,1.111111,1,14,,
2026-07-01,2026-07-31,"Pulang Tenggo",Instagram,Kabar,"Di aplikasi",not_delivering,9,profile_visit_view,617.33333333,50000,Harian,5556,244,218,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,79,5,2.04918,1.119266,1,79,,
2026-07-01,2026-07-31,"Pulang Tenggo",Instagram,"Beranda Jelajahi","Di aplikasi",not_delivering,,,,50000,Harian,3,2,2,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Pulang Tenggo",Instagram,"Reels Instagram","Di aplikasi",not_delivering,506,profile_visit_view,333.37549407,50000,Harian,168688,9309,8610,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.00336818,4505,515,5.532281,1.081185,6,4505,,
2026-07-01,2026-07-31,"Pulang Tenggo",Instagram,"Instagram Stories","Di aplikasi",not_delivering,22,profile_visit_view,539.22727273,50000,Harian,11863,310,292,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,78,22,7.096774,1.061644,1,78,,
2026-07-01,2026-07-31,"Setiap Rasa",Instagram,Kabar,"Di aplikasi",not_delivering,189,profile_visit_view,460.3968254,50000,Harian,87015,4648,3751,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.02319381,300,183,3.937177,1.239136,50,300,,
2026-07-01,2026-07-31,"Setiap Rasa",Instagram,"Beranda Jelajahi","Di aplikasi",not_delivering,7,profile_visit_view,66.28571429,50000,Harian,464,208,202,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.0049505,8,7,3.365385,1.029703,0,8,,
2026-07-01,2026-07-31,"Setiap Rasa",Instagram,"Reels Instagram","Di aplikasi",not_delivering,141,profile_visit_view,300.31914894,50000,Harian,42345,3706,3167,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0.01073571,192,145,3.912574,1.170193,19,192,,
2026-07-01,2026-07-31,"Setiap Rasa",Instagram,"Instagram Stories","Di aplikasi",not_delivering,115,profile_visit_view,370.73043478,50000,Harian,42634,1784,1528,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,115,115,6.446188,1.167539,53,115,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",Instagram,Kabar,"Di aplikasi",not_delivering,2,profile_visit_view,614.5,50000,Harian,1229,24,22,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,4,2,8.333333,1.090909,0,4,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",Instagram,"Beranda Jelajahi","Di aplikasi",not_delivering,,,,50000,Harian,1,1,1,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",Instagram,"Reels Instagram","Di aplikasi",not_delivering,13,profile_visit_view,242,50000,Harian,3146,248,237,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,14,14,5.645161,1.046414,0,14,,
2026-07-01,2026-07-31,"Ngumpung Bareng Temen",Instagram,"Instagram Stories","Di aplikasi",not_delivering,,,,50000,Harian,161,7,7,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:35:26+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
